2457249.7180877021 0.0003728994 0
2457249.7191178128 -0.0006394193 0
2457249.7201479240 -0.0003728994 0
2457249.7211780348 -0.0010748640 0
2457249.7222081455 -0.0028439468 0
2457249.7232382568 -0.0009636536 0
2457249.7242567930 -0.0023821293 0
2457249.7252869043 0.0004312843 0
2457249.7263170150 0.0040397592 0
2457249.7273355518 0.0055985288 0
2457249.7283656625 0.0047836977 0
2457249.7293957733 0.0022752032 0
2457249.7304143100 -0.0021859812 0
2457249.7314444208 -0.0022783011 0
2457249.7324745315 -0.0007890246 0
2457249.7335046427 -0.0038270931 0
2457249.7345231790 -0.0059710612 0
2457249.7355532898 -0.0042406262 0
2457249.7365834010 -0.0048686124 0
2457249.7376135117 -0.0056290753 0
2457249.7386436225 -0.0055617353 0
2457249.7396737332 -0.0058308360 0
2457249.7407038440 -0.0061220402 0
2457249.7417339548 -0.0065187029 0
2457249.7427640655 -0.0031180648 0
2457249.7437826023 -0.0069012591 0
2457249.7448127130 -0.0065140888 0
2457249.7458428238 -0.0052794063 0
2457249.7468613600 -0.0037225648 0
2457249.7478914708 -0.0037999863 0
2457249.7489215815 -0.0053739356 0
2457249.7499401178 -0.0059150159 0
2457249.7509702286 -0.0082843516 0
2457249.7520003393 -0.0079940558 0
2457249.7530304501 -0.0069542390 0
2457249.7540605608 -0.0077285413 0
2457249.7550906716 -0.0081022765 0
2457249.7561207819 -0.0061810248 0
2457249.7571508926 -0.0083172260 0
2457249.7581810034 -0.0084543514 0
2457249.7592111141 -0.0088864503 0
2457249.7602296504 -0.0092243801 0
2457249.7612597612 -0.0090540293 0
2457249.7622898715 -0.0072443677 0
2457249.7633199822 -0.0073090131 0
2457249.7643385185 -0.0056206644 0
2457249.7653686292 -0.0032538759 0
2457249.7663987400 0.0009108517 0
2457249.7674172763 0.0031711423 0
2457249.7684473866 0.0068140970 0
2457249.7694774973 0.0081918524 0
2457249.7704960336 0.0087750715 0
2457249.7715261439 0.0104029029 0
2457249.7725562546 0.0133121798 0
2457249.7735863654 0.0126989801 0
2457249.7746164757 0.0140615527 0
2457249.7756465864 0.0135275292 0
2457249.7766766967 0.0146513031 0
2457249.7777068075 0.0144371018 0
2457249.7787369178 0.0150236311 0
2457249.7797554540 0.0151151570 0
2457249.7807855643 0.0175540724 0
2457249.7818156751 0.0182175531 0
2457249.7828342109 0.0204925828 0
2457249.7838643217 0.0210148695 0
2457249.7848944319 0.0182506433 0
2457249.7859245422 0.0196848787 0
2457249.7869430785 0.0220417683 0
2457249.7879731888 0.0194515396 0
2457249.7890032995 0.0205394793 0
2457249.7900218354 0.0186679720 0
2457249.7910519461 0.0201822019 0
2457249.7920820564 0.0232573480 0
2457249.7931121667 0.0211699920 0
2457249.7941422770 0.0204208721 0
2457249.7951723873 0.0195013435 0
2457249.7962024980 0.0188797880 0
2457249.7972326083 0.0211606033 0
2457249.7982627186 0.0199638970 0
2457249.7992928289 0.0215984201 0
2457249.8332054452 0.0198955357 0
2457249.8342355555 0.0190607873 0
2457249.8352656653 0.0187270879 0
2457249.8362957756 0.0208179662 0
2457249.8373258854 0.0180209378 0
2457249.8383444212 0.0170154194 0
2457249.8393745315 0.0162510658 0
2457249.8404046413 0.0143742903 0
2457249.8414347512 0.0135848990 0
2457249.8424648615 0.0108172777 0
2457249.8434833973 0.0086906625 0
2457249.8445135071 0.0060947244 0
2457249.8455436169 0.0036554636 0
2457249.8465621527 0.0019111281 0
2457249.8475922626 -0.0004362294 0
2457249.8486339469 -0.0034530827 0
2457249.8496640567 -0.0020649749 0
2457249.8506941670 -0.0037393173 0
2457249.8517242768 -0.0040232446 0
2457249.8527543866 -0.0035882190 0
2457249.8537729224 -0.0028719869 0
2457249.8548030322 -0.0028356465 0
2457249.8558331421 -0.0026130808 0
2457249.8568516779 -0.0024881242 0
2457249.8578817877 -0.0018039786 0
2457249.8589118975 -0.0026280444 0
2457292.5436188993 -0.0127567900 0
2457292.5442438750 -0.0079900425 0
2457292.5448572771 -0.0129107234 0
2457292.5454822532 -0.0111542260 0
2457292.5461072288 -0.0091869074 0
