2458413.392370       0.000941       0.000000
2458413.396446       0.016485       0.000000
2458413.401618       0.013798       0.000000
2458413.404189       0.011704       0.000000
2458413.406760       0.013655       0.000000
2458413.409335       0.017241       0.000000
2458413.411905       0.018580       0.000000
2458413.414476       0.010796       0.000000
2458413.417047       0.015536       0.000000
2458413.419617       0.021801       0.000000
2458413.422188       0.009992       0.000000
2458413.424759       0.015184       0.000000
2458413.427329       0.016492       0.000000
2458413.429900       0.010173       0.000000
2458413.432470       0.014697       0.000000
2458413.435041       0.008996       0.000000
2458413.437612       0.014468       0.000000
2458413.440182       0.013948       0.000000
2458413.442753       0.011753       0.000000
2458413.445324       0.014939       0.000000
2458413.447894       0.005899       0.000000
2458413.450465       0.004436       0.000000
2458413.453036       0.004457       0.000000
2458413.455607       0.007681       0.000000
2458413.458177       0.009223       0.000000
2458413.460748       0.009070       0.000000
2458413.463319       0.007363       0.000000
2458413.465889       0.012353       0.000000
2458413.468460       0.014877       0.000000
2458413.471032       0.010062       0.000000
2458413.473602       0.014881       0.000000
2458413.476173       0.014991       0.000000
2458413.478743       0.005663       0.000000
2458413.481314       0.011777       0.000000
2458413.483885       0.005056       0.000000
2458413.486455       0.004977       0.000000
2458413.489026       0.010195       0.000000
2458413.491597       0.013130       0.000000
2458413.494167       0.007682       0.000000
2458413.496738       0.012750       0.000000
2458413.499309       0.004098       0.000000
2458413.501880       0.012609       0.000000
2458413.504451       0.009678       0.000000
2458413.507021       0.011045       0.000000
2458413.509592       0.012358       0.000000
2458413.512163       0.009042       0.000000
2458413.514733       0.008651       0.000000
2458413.517304       0.003326       0.000000
2458413.519876       0.003856       0.000000
2458413.522447       0.008553       0.000000
2458413.525017       0.002735       0.000000
2458413.527588       0.008177       0.000000
2458413.530158       0.000654       0.000000
2458413.532729       -0.003678       0.000000
2458413.535300       -0.000991       0.000000
2458413.537870       0.003830       0.000000
2458413.540441       -0.000029       0.000000
2458413.543012       0.000029       0.000000
2458413.545582       0.006001       0.000000
2458413.548153       -0.001123       0.000000
2458413.550724       -0.001770       0.000000
2458413.553295       -0.000768       0.000000
2458413.555866       -0.000886       0.000000
2458413.561007       -0.021636       0.000000
2458413.563578       -0.018204       0.000000
2458413.571291       0.187866       0.000000
2458413.573861       -0.003788       0.000000
2458413.576432       -0.010302       0.000000
2458413.579003       0.006294       0.000000
2458413.581573       -0.003106       0.000000
2458413.584144       -0.000762       0.000000
2458413.586714       -0.002583       0.000000
2458413.589285       -0.004501       0.000000
2458413.591856       -0.002913       0.000000
2458413.594426       -0.005413       0.000000
2458413.596997       -0.015012       0.000000
2458413.599569       -0.005362       0.000000
2458413.602139       -0.009557       0.000000
2458413.604710       -0.002839       0.000000
2458413.607281       -0.003589       0.000000
2458413.609851       -0.001519       0.000000
2458413.612422       -0.006896       0.000000
2458413.614992       -0.013433       0.000000
2458413.617563       -0.008943       0.000000
2458413.620134       0.000852       0.000000
2458413.622704       -0.005192       0.000000
2458413.625275       -0.007210       0.000000
2458413.627846       -0.006716       0.000000
2458413.630417       -0.006186       0.000000
2458413.632988       -0.004448       0.000000
2458413.635558       -0.011144       0.000000
2458413.638129       -0.008316       0.000000
2458413.640700       -0.009936       0.000000
2458413.643270       -0.008828       0.000000
2458413.645841       -0.014744       0.000000
2458413.648411       -0.013327       0.000000
2458413.650982       -0.005752       0.000000
2458413.653552       -0.018206       0.000000
2458413.656123       0.003091       0.000000
2458413.658693       -0.008489       0.000000
2458413.661264       -0.006161       0.000000
2458413.663834       -0.008663       0.000000
2458413.666405       -0.011714       0.000000
2458413.668975       -0.007535       0.000000
2458413.671546       -0.008623       0.000000
2458413.674117       -0.006257       0.000000
2458413.676687       -0.010770       0.000000
2458413.679259       -0.005403       0.000000
2458413.681830       -0.007424       0.000000
2458413.684400       -0.006774       0.000000
2458413.686971       -0.008738       0.000000
2458413.689541       -0.008527       0.000000
2458413.692112       -0.003450       0.000000
2458413.694682       -0.006316       0.000000
2458413.697253       -0.003368       0.000000
2458413.699823       -0.004664       0.000000
2458413.702394       -0.004566       0.000000
2458413.704965       -0.006765       0.000000
2458413.707535       -0.003619       0.000000
2458413.710106       -0.003099       0.000000
2458413.712676       0.001280       0.000000
2458413.715247       -0.008494       0.000000
2458413.717818       -0.006178       0.000000
2458413.720388       0.000911       0.000000
2458413.722959       -0.005631       0.000000
2458416.379557       0.025418       0.000000
2458416.385553       0.011058       0.000000
2458416.390460       0.019962       0.000000
2458416.395658       0.020492       0.000000
2458416.398228       0.021205       0.000000
2458416.400799       0.020435       0.000000
2458416.403369       0.022797       0.000000
2458416.405940       0.023112       0.000000
2458416.408511       0.028799       0.000000
2458416.411081       0.020061       0.000000
2458416.413652       0.019337       0.000000
2458416.416222       0.022779       0.000000
2458416.418794       0.018750       0.000000
2458416.421364       0.022229       0.000000
2458416.423935       0.022068       0.000000
2458416.426506       0.014952       0.000000
2458416.429076       0.010481       0.000000
2458416.431647       0.012862       0.000000
2458416.434218       0.012025       0.000000
2458416.436788       0.010867       0.000000
2458416.439359       0.015109       0.000000
2458416.441930       0.009743       0.000000
2458416.444500       0.004198       0.000000
2458416.447071       0.008493       0.000000
2458416.449642       0.010792       0.000000
