2458379.776449	-9.311581	0.000000
2458379.777213	-9.337452	0.000000
2458379.777982	-9.330280	0.000000
2458379.778750	-9.123058	0.000000
2458379.779517	-9.207582	0.000000
2458379.780281	-8.948995	0.000000
2458379.781049	-8.910808	0.000000
2458379.781818	-8.892766	0.000000
2458379.782584	-8.941952	0.000000
2458379.783353	-9.308865	0.000000
2458379.784122	-9.213669	0.000000
2458379.784887	-9.191114	0.000000
2458379.785651	-9.250858	0.000000
2458379.786415	-9.161348	0.000000
2458379.787184	-9.252982	0.000000
2458379.787952	-9.191521	0.000000
2458379.788719	-9.478212	0.000000
2458379.789483	-9.497658	0.000000
2458379.790247	-9.497043	0.000000
2458379.791015	-9.368856	0.000000
2458379.791784	-9.273243	0.000000
2458379.792550	-9.029868	0.000000
2458379.793314	-9.185665	0.000000
2458379.794083	-9.200147	0.000000
2458379.794851	-9.446134	0.000000
2458379.795617	-9.412532	0.000000
2458379.796382	-9.490793	0.000000
2458379.797150	-9.465628	0.000000
2458379.797919	-9.395043	0.000000
2458379.798685	-9.377678	0.000000
2458379.799449	-9.443175	0.000000
2458379.800217	-9.532156	0.000000
2458379.800986	-9.553842	0.000000
2458379.801752	-9.528132	0.000000
2458379.802521	-9.587293	0.000000
2458379.803289	-9.606329	0.000000
2458379.804056	-9.625677	0.000000
2458379.804820	-9.584275	0.000000
2458379.805584	-9.501271	0.000000
2458379.806352	-9.504041	0.000000
2458379.807121	-9.505885	0.000000
2458379.807887	-9.520951	0.000000
2458379.808651	-9.514370	0.000000
2458379.809415	-9.520138	0.000000
2458379.810179	-9.561746	0.000000
2458379.810943	-9.544132	0.000000
2458379.811707	-9.522035	0.000000
2458379.812471	-9.515419	0.000000
2458379.813240	-9.475947	0.000000
2458379.814008	-9.461496	0.000000
2458379.814774	-9.457623	0.000000
2458379.815538	-9.387574	0.000000
2458379.816303	-9.431366	0.000000
2458379.817071	-9.456072	0.000000
2458379.817840	-9.418527	0.000000
2458379.818605	-9.436337	0.000000
2458379.819369	-9.486786	0.000000
2458379.820133	-9.448700	0.000000
2458379.820897	-9.369768	0.000000
2458379.821661	-9.430311	0.000000
2458379.822430	-9.421020	0.000000
2458379.823199	-9.386514	0.000000
2458379.823965	-9.406621	0.000000
2458379.824733	-9.339272	0.000000
2458379.825501	-9.284811	0.000000
2458379.826268	-9.363367	0.000000
2458379.827037	-9.444519	0.000000
2458379.827805	-9.411877	0.000000
2458379.828572	-9.449964	0.000000
2458379.829340	-9.426015	0.000000
2458379.830109	-9.331304	0.000000
2458379.830875	-9.340209	0.000000
2458379.831640	-9.333200	0.000000
2458379.832410	-9.278321	0.000000
2458379.833179	-9.104131	0.000000
2458379.833947	-9.100736	0.000000
2458379.834715	-9.131893	0.000000
2458379.835482	-9.224440	0.000000
2458379.836246	-9.245842	0.000000
2458379.837010	-9.292293	0.000000
2458379.837774	-9.275729	0.000000
2458379.838542	-9.220137	0.000000
2458379.839311	-9.162380	0.000000
2458379.840077	-9.153733	0.000000
2458379.840841	-9.138262	0.000000
2458379.841605	-9.117851	0.000000
2458379.842369	-9.084404	0.000000
2458379.843134	-9.138588	0.000000
2458379.843902	-9.150443	0.000000
2458379.844670	-9.142857	0.000000
2458379.845436	-9.128567	0.000000
2458379.846200	-9.106993	0.000000
2458379.846964	-9.027275	0.000000
2458379.847728	-9.041173	0.000000
2458379.849261	-9.009175	0.000000
2458379.850030	-8.962251	0.000000
2458379.850795	-8.938106	0.000000
2458379.851560	-8.956350	0.000000
2458379.852329	-8.907495	0.000000
2458379.853097	-8.975358	0.000000
2458379.853863	-9.071440	0.000000
2458379.854627	-9.178120	0.000000
2458379.855391	-9.228348	0.000000
2458379.856155	-9.185673	0.000000
2458379.856919	-9.136946	0.000000
2458379.857683	-9.079648	0.000000
2458379.858447	-8.828913	0.000000
2458379.859211	-8.912144	0.000000
2458379.859975	-8.863534	0.000000
2458379.860739	-8.933703	0.000000
2458379.861503	-8.986067	0.000000
2458379.862272	-8.969470	0.000000
2458379.863040	-8.923067	0.000000
2458379.863806	-8.995758	0.000000
2458379.864570	-9.057534	0.000000
2458379.865334	-9.036188	0.000000
2458379.866098	-9.037482	0.000000
2458379.866862	-9.061489	0.000000
2458379.867626	-9.010729	0.000000
2458379.868390	-8.999175	0.000000
2458379.869154	-8.964758	0.000000
2458379.869917	-8.879514	0.000000
2458379.870681	-9.034692	0.000000
2458379.871445	-9.092145	0.000000
2458379.872974	-9.115385	0.000000
2458379.873743	-9.035154	0.000000
2458470.692493	0.002667	0.000000
2458470.692998	-0.024456	0.000000
2458470.693502	-0.029044	0.000000
2458470.694007	0.001581	0.000000
2458470.694510	-0.046395	0.000000
2458470.695015	0.012966	0.000000
2458470.695517	-0.014438	0.000000
2458470.696022	0.000152	0.000000
2458470.696524	-0.060122	0.000000
2458470.697028	-0.021006	0.000000
2458470.697531	-0.000000	0.000000
2458470.698036	0.003592	0.000000
2458470.698538	-0.062711	0.000000
2458470.699042	-0.004321	0.000000
2458470.699545	-0.011731	0.000000
2458470.700049	0.004683	0.000000
2458470.700552	-0.002946	0.000000
2458470.701056	0.013293	0.000000
2458470.701559	0.013966	0.000000
2458470.702063	0.012547	0.000000
2458470.702565	-0.005450	0.000000
2458470.703572	-0.103155	0.000000
2458470.704077	-0.013277	0.000000
2458470.704580	0.013515	0.000000
2458470.705084	-0.002966	0.000000
2458470.709111	-0.077400	0.000000
2458470.709614	0.033652	0.000000
2458470.710118	-0.001815	0.000000
2458470.711126	-0.109863	0.000000
2458470.711627	-0.099919	0.000000
2458470.712132	0.008601	0.000000
2458470.712634	0.007484	0.000000
2458470.713139	0.003216	0.000000
2458470.713641	0.032781	0.000000
2458470.714146	0.001867	0.000000
2458470.714648	0.014641	0.000000
2458470.715153	-0.004240	0.000000
2458470.715655	0.023924	0.000000
2458470.716160	-0.009021	0.000000
2458470.716662	0.023969	0.000000
2458470.717166	0.007678	0.000000
2458470.717669	0.014273	0.000000
2458470.718173	0.003596	0.000000
2458470.718676	0.002418	0.000000
2458470.719180	0.018512	0.000000
2458470.719682	0.005564	0.000000
2458470.720187	0.023983	0.000000
2458470.720689	-0.050250	0.000000
2458470.721194	0.015147	0.000000
2458470.721697	-0.001041	0.000000
2458470.722201	0.023581	0.000000
2458470.722703	-0.048507	0.000000
2458470.723208	-0.025953	0.000000
2458470.723710	-0.006933	0.000000
2458470.724215	0.024616	0.000000
2458470.724717	0.002332	0.000000
2458470.725221	-0.007741	0.000000
2458470.725724	-0.031692	0.000000
2458470.726229	-0.010842	0.000000
2458470.726731	-0.011542	0.000000
2458470.727235	0.023318	0.000000
2458470.727739	0.003545	0.000000
2458470.728243	0.004762	0.000000
2458470.728745	-0.005145	0.000000
2458470.729249	0.009085	0.000000
2458470.729752	0.036786	0.000000
2458470.730256	-0.003594	0.000000
2458470.730759	0.002551	0.000000
2458470.731263	0.017471	0.000000
2458470.731765	0.030594	0.000000
2458470.732270	0.007986	0.000000
2458470.732772	0.004987	0.000000
2458470.733277	0.031784	0.000000
2458470.733779	0.010090	0.000000
2458470.734284	0.023616	0.000000
2458470.734786	0.016521	0.000000
2458470.735291	0.023535	0.000000
2458470.735793	0.028395	0.000000
2458470.736298	0.019487	0.000000
2458470.736800	0.026019	0.000000
2458470.737304	0.025736	0.000000
2458470.737807	0.010701	0.000000
2458470.738311	0.028355	0.000000
2458470.738813	0.015924	0.000000
2458470.739318	0.018984	0.000000
2458470.739821	0.019571	0.000000
2458470.740325	0.035488	0.000000
2458470.740827	0.018169	0.000000
2458470.741332	0.021147	0.000000
2458470.741834	0.041510	0.000000
2458470.742339	0.004299	0.000000
2458470.742841	-0.013982	0.000000
2458470.743346	0.017491	0.000000
2458470.743848	0.022600	0.000000
2458470.744353	0.001644	0.000000
2458470.744855	0.009501	0.000000
2458470.745360	0.003924	0.000000
2458470.745862	0.006156	0.000000
2458470.746366	0.026881	0.000000
2458470.746869	0.005900	0.000000
2458470.747373	-0.013115	0.000000
2458470.747876	-0.013772	0.000000
2458470.748380	-0.012156	0.000000
2458470.748883	-0.014462	0.000000
2458470.749387	0.009287	0.000000
2458470.749889	0.016344	0.000000
2458470.750394	0.038753	0.000000
2458470.750896	0.011612	0.000000
2458470.751401	0.019432	0.000000
2458470.751903	0.010090	0.000000
2458470.752407	-0.004413	0.000000
2458470.752910	-0.007715	0.000000
2458470.753415	0.010550	0.000000
2458470.753917	0.002176	0.000000
2458470.754422	0.012301	0.000000
2458470.754924	0.043551	0.000000
2458470.755428	0.024437	0.000000
2458470.755932	0.019913	0.000000
2458470.756436	-0.007635	0.000000
2458470.756938	0.013277	0.000000
2458470.757442	0.013550	0.000000
2458470.757945	-0.004290	0.000000
2458470.758449	-0.002722	0.000000
2458470.758951	0.012811	0.000000
2458470.759456	-0.002506	0.000000
2458470.759958	0.010251	0.000000
2458470.760463	0.007274	0.000000
2458470.760965	0.022115	0.000000
2458470.761470	0.004115	0.000000
2458470.761972	0.026654	0.000000
2458470.762477	0.008060	0.000000
2458470.762979	0.017348	0.000000
2458470.763484	-0.004011	0.000000
2458470.763986	-0.006575	0.000000
2458470.764491	0.017244	0.000000
2458470.764993	0.046886	0.000000
2458470.765499	-0.000489	0.000000
2458470.766000	-0.006829	0.000000
2458470.766504	0.000167	0.000000
2458470.767006	-0.007718	0.000000
2458470.767511	0.000649	0.000000
2458470.768013	0.018436	0.000000
2458470.768518	0.013730	0.000000
2458470.769020	0.003394	0.000000
2458470.769525	-0.005234	0.000000
2458470.770027	-0.013968	0.000000
2458470.770532	-0.008554	0.000000
