# times, airmass, fwhm, bg, x_cen, y_cen
2458379.776449	1.962529	22.415846	8054.312012	383.000000	650.000000
2458379.777213	1.949154	19.999933	7940.192383	383.000000	650.000000
2458379.777982	1.935922	15.579214	7849.454102	383.000000	650.000000
2458379.778750	1.923079	21.019638	8449.927734	383.000000	650.000000
2458379.779517	1.910266	16.082372	8181.987793	383.000000	650.000000
2458379.780281	1.897565	24.011323	8933.504395	382.000000	650.000000
2458379.781049	1.885113	30.412163	8673.551758	382.000000	650.000000
2458379.781818	1.872884	17.684316	8876.932617	383.000000	650.000000
2458379.782584	1.860837	14.698943	8615.753418	383.000000	650.000000
2458379.783353	1.848965	21.709631	7354.346924	383.000000	650.000000
2458379.784122	1.837422	23.196247	7531.052246	382.000000	650.000000
2458379.784887	1.825804	30.417863	7448.563232	382.000000	650.000000
2458379.785651	1.814538	16.850670	7386.017578	383.000000	650.000000
2458379.786415	1.803564	32.278497	7480.717285	382.000000	650.000000
2458379.787184	1.792414	19.749954	7204.369873	383.000000	650.000000
2458379.787952	1.781579	31.299638	7153.364258	382.000000	650.000000
2458379.788719	1.770903	18.961558	6393.154785	383.000000	650.000000
2458379.789483	1.760418	16.904030	6287.595215	383.000000	650.000000
2458379.790247	1.750216	28.557642	6236.860107	382.000000	650.000000
2458379.791015	1.739860	31.603168	6507.835693	382.000000	650.000000
2458379.791784	1.729762	13.600342	6825.853760	382.000000	650.000000
2458379.792550	1.719845	30.091286	7307.151855	382.000000	650.000000
2458379.793314	1.710113	29.389472	6774.326172	382.000000	650.000000
2458379.794083	1.700448	24.220977	6563.334473	382.000000	650.000000
2458379.794851	1.690919	23.661630	5770.481445	382.000000	650.000000
2458379.795617	1.681552	29.645751	5740.154053	382.000000	650.000000
2458379.796382	1.672330	23.856799	5441.881836	382.000000	650.000000
2458379.797150	1.663204	24.943185	5359.438477	382.000000	650.000000
2458379.797919	1.654186	26.820927	5334.407471	382.000000	650.000000
2458379.798685	1.645431	34.142034	5232.299805	382.000000	650.000000
2458379.799449	1.636607	28.427295	5070.589355	382.000000	650.000000
2458379.800217	1.627964	30.652605	4885.241455	382.000000	649.000000
2458379.800986	1.619547	24.076745	4851.558594	382.000000	650.000000
2458379.801752	1.611176	11.893929	4857.545410	383.000000	650.000000
2458379.802521	1.602864	9.333541	4745.732178	383.000000	650.000000
2458379.803289	1.594576	6.192617	4699.828125	383.000000	650.000000
2458379.804056	1.586522	22.434190	4676.939453	382.000000	650.000000
2458379.804820	1.578635	23.744449	4782.617676	382.000000	650.000000
2458379.805584	1.570820	33.530096	4904.957520	382.000000	649.000000
2458379.806352	1.563062	23.804422	4900.698486	382.000000	650.000000
2458379.807121	1.555474	31.506660	4773.049316	382.000000	649.000000
2458379.807887	1.547875	35.085149	4684.636719	382.000000	649.000000
2458379.808651	1.540464	33.025998	4660.029785	382.000000	649.000000
2458379.809415	1.533119	33.315579	4607.219727	382.000000	649.000000
2458379.810179	1.525890	32.332098	4523.351318	382.000000	649.000000
2458379.810943	1.518775	37.098797	4484.766113	382.000000	649.000000
2458379.811707	1.511731	36.500055	4508.468506	382.000000	649.000000
2458379.812471	1.504786	31.949434	4501.131348	382.000000	649.000000
2458379.813240	1.497908	32.682728	4511.228516	382.000000	649.000000
2458379.814008	1.491084	35.516899	4491.826904	382.000000	649.000000
2458379.814774	1.484412	29.134952	4498.396973	382.000000	649.000000
2458379.815538	1.477806	38.533406	4591.352539	382.000000	649.000000
2458379.816303	1.471296	28.746727	4565.670166	382.000000	649.000000
2458379.817071	1.464897	19.630156	4567.190186	382.000000	649.000000
2458379.817840	1.458429	34.627438	4559.135742	382.000000	649.000000
2458379.818605	1.452141	21.080110	4514.699219	382.000000	649.000000
2458379.819369	1.445967	31.973773	4397.969238	382.000000	649.000000
2458379.820133	1.439842	24.526548	4407.704102	382.000000	649.000000
2458379.820897	1.433886	20.339399	4457.762207	382.000000	649.000000
2458379.821661	1.427850	19.796618	4339.005859	382.000000	649.000000
2458379.822430	1.421942	24.083615	4244.286133	382.000000	649.000000
2458379.823199	1.416070	33.312380	4194.182861	382.000000	649.000000
2458379.823965	1.410389	24.564944	4154.659668	382.000000	649.000000
2458379.824733	1.404643	13.278126	4171.393555	382.000000	649.000000
2458379.825501	1.398986	17.263252	4178.932617	382.000000	649.000000
2458379.826268	1.393455	19.721900	4123.704102	382.000000	649.000000
2458379.827037	1.387961	26.158002	4072.635620	382.000000	649.000000
2458379.827805	1.382574	24.383382	4045.742432	382.000000	649.000000
2458379.828572	1.377247	16.986310	3998.510742	382.000000	649.000000
2458379.829340	1.371934	20.811268	4017.153320	382.000000	649.000000
2458379.830109	1.366702	25.973278	4034.833740	382.000000	649.000000
2458379.830875	1.361553	26.567720	3991.059448	382.000000	649.000000
2458379.831640	1.356472	24.520674	3989.791992	382.000000	649.000000
2458379.832410	1.351423	25.574165	4034.421387	382.000000	649.000000
2458379.833179	1.346398	34.019695	4102.199951	382.000000	649.000000
2458379.833947	1.341469	21.300411	4062.279541	382.000000	649.000000
2458379.834715	1.336664	25.525066	4022.958130	382.000000	649.000000
2458379.835482	1.331878	22.852436	3960.536865	382.000000	649.000000
2458379.836246	1.327179	31.969023	3932.415039	382.000000	648.000000
2458379.837010	1.322506	34.350702	3907.505493	382.000000	648.000000
2458379.837774	1.317898	28.219608	3930.445312	382.000000	648.000000
2458379.838542	1.313324	38.310117	3939.010010	382.000000	648.000000
2458379.839311	1.308806	38.650917	3945.568970	382.000000	648.000000
2458379.840077	1.304302	24.160890	3955.220947	382.000000	648.000000
2458379.840841	1.299921	27.266720	3971.281494	382.000000	649.000000
2458379.841605	1.295640	41.553036	3991.534912	382.000000	648.000000
2458379.842369	1.291312	40.067165	4012.177979	382.000000	648.000000
2458379.843134	1.287140	36.459042	3981.066162	382.000000	648.000000
2458379.843902	1.282929	31.183988	3975.095215	382.000000	648.000000
2458379.844670	1.278728	20.052212	3986.091797	382.000000	649.000000
2458379.845436	1.274689	39.468903	3997.233032	382.000000	648.000000
2458379.846200	1.270660	33.733834	4024.593262	382.000000	648.000000
