-9.025766	-9.179317	-9.379215	-9.727524	-8.222733	-9.297845
-9.041154	-9.207499	-9.440335	-9.708130	-8.255001	-9.260326
-9.057190	-9.226938	-9.391129	-9.571766	-8.128611	-9.150846
-8.868764	-9.021477	-9.194813	-9.406283	-8.076840	-9.006190
-8.960888	-9.137094	-9.188184	-9.445593	-7.918084	-8.988060
-8.657172	-8.755564	-9.034209	-9.419298	-8.002268	-8.965087
-8.687782	-8.708031	-8.987687	-9.350535	-7.937514	-8.772190
-8.599384	-8.735976	-8.963411	-9.255045	-7.811764	-8.835167
-8.593688	-8.751758	-9.040086	-9.343894	-8.062023	-9.084168
-9.004921	-9.170051	-9.376844	-9.641231	-8.198520	-9.180811
-8.903776	-9.030771	-9.304539	-9.620197	-8.121187	-9.159722
-8.946152	-9.066195	-9.226249	-9.557527	-8.142663	-9.166548
-8.952839	-9.126702	-9.324716	-9.577125	-8.104900	-9.140969
-8.891187	-9.018188	-9.238417	-9.559298	-8.129488	-9.193582
-8.976531	-9.143141	-9.313074	-9.491421	-8.044200	-9.134239
-8.933895	-9.003116	-9.186296	-9.471318	-8.137041	-9.207407
-9.183355	-9.364750	-9.528816	-9.784982	-8.332190	-9.439172
-9.208190	-9.398146	-9.499685	-9.765845	-8.323755	-9.422294
-9.221374	-9.391573	-9.519106	-9.731915	-8.256339	-9.401730
-9.135400	-9.304637	-9.402614	-9.643825	-8.170975	-9.297989
-8.966164	-9.154653	-9.328702	-9.527558	-8.076210	-9.048347
-8.797797	-8.937140	-9.022600	-9.376295	-7.991929	-8.828659
-8.903033	-9.053622	-9.150737	-9.499875	-8.051505	-9.103973
-8.920563	-9.065202	-9.138430	-9.559882	-8.185758	-9.247142
-9.171039	-9.352170	-9.500992	-9.689502	-8.213317	-9.342039
-9.153935	-9.322204	-9.434926	-9.705783	-8.278944	-9.396025
-9.221673	-9.411648	-9.556111	-9.814794	-8.339702	-9.466216
-9.187783	-9.363954	-9.529215	-9.771992	-8.301138	-9.399327
-9.138182	-9.291075	-9.474069	-9.741356	-8.276238	-9.358901
-9.111612	-9.287791	-9.474260	-9.760111	-8.301081	-9.402881
-9.164646	-9.346449	-9.505704	-9.784296	-8.317999	-9.446525
-9.274661	-9.453667	-9.602233	-9.851562	-8.395059	-9.462132
-9.283613	-9.462168	-9.621088	-9.861047	-8.385154	-9.458798
-9.239920	-9.419044	-9.581872	-9.834308	-8.382019	-9.478058
-9.291772	-9.473684	-9.641143	-9.867623	-8.408089	-9.501275
-9.318603	-9.504201	-9.661601	-9.930945	-8.462511	-9.566000
-9.342962	-9.528987	-9.692260	-9.919598	-8.482926	-9.575878
-9.318196	-9.481802	-9.646790	-9.879861	-8.414971	-9.470315
-9.226495	-9.435591	-9.587605	-9.815534	-8.346550	-9.481154
-9.238341	-9.416460	-9.567503	-9.852613	-8.391966	-9.513018
-9.253143	-9.415192	-9.585213	-9.832614	-8.362167	-9.404230
-9.246717	-9.427092	-9.578008	-9.803993	-8.405213	-9.539732
-9.231285	-9.401853	-9.579037	-9.803928	-8.396886	-9.536595
-9.257428	-9.403615	-9.594719	-9.850795	-8.377940	-9.504385
-9.306462	-9.469930	-9.599257	-9.878839	-8.399133	-9.555392
-9.265188	-9.446431	-9.568058	-9.787382	-8.363270	-9.443920
-9.251647	-9.422784	-9.584050	-9.849746	-8.398618	-9.534056
-9.235823	-9.395118	-9.591305	-9.837252	-8.394626	-9.515252
-9.208746	-9.386036	-9.545744	-9.798565	-8.316246	-9.471985
-9.191915	-9.368639	-9.518999	-9.792094	-8.342584	-9.466906
-9.195875	-9.372013	-9.521661	-9.787637	-8.332863	-9.430298
-9.125826	-9.291479	-9.438370	-9.708751	-8.280541	-9.388764
-9.147206	-9.333985	-9.484080	-9.765821	-8.298275	-9.410868
-9.176653	-9.351169	-9.493593	-9.741167	-8.308726	-9.380397
-9.147766	-9.275225	-9.468555	-9.751359	-8.280296	-9.420857
-9.145590	-9.317434	-9.518953	-9.751970	-8.305756	-9.412027
-9.214513	-9.372660	-9.547423	-9.768929	-8.317614	-9.394661
-9.169479	-9.332698	-9.502117	-9.747125	-8.255809	-9.311231
